license_title,maintainer,private,maintainer_email,id,metadata_created,relationships,license,metadata_modified,author,author_email,state,version,license_id,type,tags,tracking_summary - total,tracking_summary - recent,groups,organization,name,isopen,notes_rendered,url,ckan_url,notes,owner_org,ratings_average,extras - Data Dictionary,extras - Unit of Analysis,extras - hd2-workflow-id,extras - Agency,extras - Coverage Period Fiscal Year Start,extras - Geographic Granularity,extras - Coverage Period Fiscal Year End,extras - Technical Documentation,extras - Agency Program URL,extras - Date Released,extras - author_id,extras - Subject Area 1,ratings_count,title,revision_id,resources_0_url,resources_0_name,resources_1_url,resources_1_name,resources_2_url,resources_2_name,extras - Coverage Period Start,extras - Coverage Period End,extras - Migration Notes JSON,extras - Geographic Scope,extras - Collection Frequency,extras - Date Updated,extras - License Agreement,extras - License Agreement Required,extras - Subject Area 2,extras - Group Name,extras - Subject Area 3,extras - Collection Instrument
License Not Specified,,false,,b4c17aba-736e-465a-9706-a6285c16d94d,2012-05-30T22:12:16.786445,"",License Not Specified,2012-08-16T17:59:43.528117,Centers for Disease Control and Prevention,,active,,notspecified,dataset,"age, anemia, birth weight, births, cardiac, cervix, county, diabetes, eclampsia, education, gestational age, health, hispanic, hydramnios, hypertension, infant, lung, natality, oligohydramnios, population, pregnancy, prenatal care, race, risk factors, sex, state, tobacco use, year",0,0,"",,wonder-births,false,"<p>The Births (Natality) online databases in CDC WONDER report birth rates, fertility rates and counts of live births  occurring within the United States to U.S. residents and non-residents. Counts can be obtained by state, county, child's gender and weight, mother's race, mother's age, mother's education, gestation period, prenatal care, birth plurality, and mother's medical and tobacco use risk factors. The data are derived from birth certificates.  Data are available since 1995. The data are produced by the National Center for Health Statistics.
</p>",http://wonder.cdc.gov/natality.html,http://hub.healthdata.gov/dataset/wonder-births,"The Births (Natality) online databases in CDC WONDER report birth rates, fertility rates and counts of live births  occurring within the United States to U.S. residents and non-residents. Counts can be obtained by state, county, child's gender and weight, mother's race, mother's age, mother's education, gestation period, prenatal care, birth plurality, and mother's medical and tobacco use risk factors. The data are derived from birth certificates.  Data are available since 1995. The data are produced by the National Center for Health Statistics.",,,http://wonder.cdc.gov/wonder/help/natality.html,birth,465,Department of Health & Human Services,"",County,"",http://wonder.cdc.gov/wonder/help/WONDER-API.html,http://wonder.cdc.gov/,2005-02-04 00:00:00,http://healthdata.gov/id/agency/cdc,Population Statistics,0,CDC WONDER: Births,3b60a51f-f307-4941-83b6-d4c32a46065e,http://wonder.cdc.gov/natality.html,Query Tool,http://wonder.cdc.gov/wonder/help/WONDER-API.html,API,"","",1995-01-01 00:00:00,2006-12-31 00:00:00,"{""datadotgovid1"": ""4259"", ""Coverage Period Start"": ""1995"", ""datadotgovid2"": ""5e2s-vss4"", ""Coverage Period End"": ""2006""}",United States (USA),Annually,2010-06-21 00:00:00,"","","","","",http://wonder.cdc.gov/wonder/help/natality.html
License Not Specified,,false,,b4d8a4a0-beae-47cf-8733-df83912f6ee6,2012-05-30T22:09:15.218498,"",License Not Specified,2012-08-22T15:25:02.098616,Centers for Disease Control and Prevention,,active,,notspecified,dataset,"births, community health, deaths, disease incidence",0,0,"",,wide-ranging-online-data-epidemiologic,false,"<p>WONDER online databases include county-level Compressed Mortality (death certificates) since 1979; county-level Multiple Cause of Death (death certificates) since 1999; county-level Natality (birth certificates) since 1995; county-level Linked Birth / Death records (linked birth-death certificates) since 1995;  state &amp; large metro-level United States Cancer Statistics mortality (death certificates) since 1999;  state &amp; large metro-level United States Cancer Statistics incidence (cancer registry cases) since 1999; state and metro-level Online Tuberculosis Information System (TB case reports) since 1993;  state-level Sexually Transmitted Disease  Morbidity (case reports) since 1984; state-level Vaccine Adverse Event Reporting system (adverse reaction case reports) since 1990; county-level population estimates since 1970.  The WONDER web server also hosts the Data2010 system with state-level data for compliance with Healthy People 2010 goals since 1998; the National Notifiable Disease Surveillance System weekly provisional case reports since 1996; the 122 Cities Mortality Reporting System weekly death reports since 1996;  the Prevention Guidelines database (book in electronic format) published 1998; the Scientific Data Archives (public use data sets and documentation); and links to other online data sources on the ""Topics"" page.
</p>",http://wonder.cdc.gov,http://hub.healthdata.gov/dataset/wide-ranging-online-data-epidemiologic,"WONDER online databases include county-level Compressed Mortality (death certificates) since 1979; county-level Multiple Cause of Death (death certificates) since 1999; county-level Natality (birth certificates) since 1995; county-level Linked Birth / Death records (linked birth-death certificates) since 1995;  state & large metro-level United States Cancer Statistics mortality (death certificates) since 1999;  state & large metro-level United States Cancer Statistics incidence (cancer registry cases) since 1999; state and metro-level Online Tuberculosis Information System (TB case reports) since 1993;  state-level Sexually Transmitted Disease  Morbidity (case reports) since 1984; state-level Vaccine Adverse Event Reporting system (adverse reaction case reports) since 1990; county-level population estimates since 1970.  The WONDER web server also hosts the Data2010 system with state-level data for compliance with Healthy People 2010 goals since 1998; the National Notifiable Disease Surveillance System weekly provisional case reports since 1996; the 122 Cities Mortality Reporting System weekly death reports since 1996;  the Prevention Guidelines database (book in electronic format) published 1998; the Scientific Data Archives (public use data sets and documentation); and links to other online data sources on the ""Topics"" page.",,,"","The implicit universe varies with the data set, the end-user",275,Department of Health & Human Services,"",MSA,"",http://wonder.cdc.gov,http://wonder.cdc.gov,2012-08-22 00:00:00,http://healthdata.gov/id/agency/cdc,Epidemiology,0,Wide-ranging Online Data for Epidemiologic Research (WONDER),12f3b128-5cf9-4a6e-a081-75c13a7b09b2,http://wonder.cdc.gov/wonder/help/WONDER-API.html,API,"","","","","","","{""Coverage Period Start"": ""The time intervals vary with the data set, some are annual, some are monthly, some are weekly."", ""Agency Program Page"": ""CDC's home page"", ""Coverage Period End"": ""The time intervals vary with the data set, some are annual, some are monthly, some are weekly."", ""Data Collection Instrument"": ""Contact original data stewards."", ""datadotgovid1"": ""128"", ""datadotgovid2"": ""9rrv-xs9i"", ""Date Updated"": """", ""Date Released"": ""September 1, 1995."", ""Frequency"": ""the data collections are updated at various time intervals, some annually, some quarterly, some monthly, some weekly.""}","United  States national, US state & territories, US regions & divisions, US states and counties, US MSAs (metropolitan statistical areas).","",2012-08-22 00:00:00,"","","","","",""
License Not Specified,,false,,b4ff7984-10d1-4d86-be8f-b02e34a506f6,2012-08-03T04:24:11.251005,"",License Not Specified,2012-08-03T04:24:11.251005,Centers for Disease Control and Prevention,,active,,notspecified,dataset,"Air Temperature, Heat Index Climate State County Day Month Year Remotely Sensed",0,0,"",,wonder-daily-temperatures-heat,false,"<p>The Daily Air Temperature and Heat Index data available on CDC WONDER are county-level daily average air temperatures and heat index measures spanning the years 1979-2010. Temperature data are available in Fahrenheit or Celsius scales. Reported measures are the average temperature, number of observations, and range for the daily maximum and minimum air temperatures, and also percent coverage for the daily maximum heat index. Data are available by place (combined 48 contiguous states, region, division, state, county), time (year, month, day) and specified maximum and minimum air temperature, and heat index value. The data are derived from the North America Land Data Assimilation System (NLDAS) through NLDAS Phase 2, a collaboration project among several groups: the National Oceanic and Atmospheric Administration (NOAA) National Centers for Environmental Prediction (NCEP) Environmental Modeling Center (EMC), the National Aeronautics and Space Administration (NASA) Goddard Space Flight Center (GSFC), Princeton University, the National Weather Service (NWS) Office of Hydrological Development (OHD), the University of Washington, and the NCEP Climate Prediction Center (CPC). In a study funded by the NASA Applied Sciences Program/Public Health Program, scientists at NASA Marshall Space Flight Center/ Universities Space Research Association developed the analysis to produce the data available on CDC WONDER.
</p>",http://wonder.cdc.gov/nasa-nldas.html,http://hub.healthdata.gov/dataset/wonder-daily-temperatures-heat,"The Daily Air Temperature and Heat Index data available on CDC WONDER are county-level daily average air temperatures and heat index measures spanning the years 1979-2010. Temperature data are available in Fahrenheit or Celsius scales. Reported measures are the average temperature, number of observations, and range for the daily maximum and minimum air temperatures, and also percent coverage for the daily maximum heat index. Data are available by place (combined 48 contiguous states, region, division, state, county), time (year, month, day) and specified maximum and minimum air temperature, and heat index value. The data are derived from the North America Land Data Assimilation System (NLDAS) through NLDAS Phase 2, a collaboration project among several groups: the National Oceanic and Atmospheric Administration (NOAA) National Centers for Environmental Prediction (NCEP) Environmental Modeling Center (EMC), the National Aeronautics and Space Administration (NASA) Goddard Space Flight Center (GSFC), Princeton University, the National Weather Service (NWS) Office of Hydrological Development (OHD), the University of Washington, and the NCEP Climate Prediction Center (CPC). In a study funded by the NASA Applied Sciences Program/Public Health Program, scientists at NASA Marshall Space Flight Center/ Universities Space Research Association developed the analysis to produce the data available on CDC WONDER.",,,http://wonder.cdc.gov/wonder/help/nldas.html,"average daily air temperature, heat index value",21674,Department of Health & Human Services,"",County,"",http://wonder.cdc.gov/wonder/help/WONDER-API.html,http://wonder.cdc.gov/,2012-01-20 00:00:00,http://healthdata.gov/id/agency/cdc,Other,0,CDC WONDER: Daily Air Temperatures and Heat Index,bb6c3a57-ad35-45a7-975c-9ac432bcd8f9,http://wonder.cdc.gov/nasa-nldas.html,Text,"","","","",1979-01-01 00:00:00,2010-12-31 00:00:00,"",United States ,Annually,2012-06-20 00:00:00,"",0,"",CDC WONDER ,"",http://wonder.cdc.gov/wonder/help/nldas.html
License Not Specified,,false,,b548b343-3034-4b6b-9d6c-e52b65746429,2012-05-30T22:13:32.627284,"",License Not Specified,2012-05-30T22:13:32.627284,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"community health, medicare part b, part b, part b carrier summary data file, part b data, part b summary data",0,0,"",,part-carrier-summary-data-file-cy2005,false,"<p>The Medicare Part B carrier data sets are summarized at the carrier level by meaningful Healthcare Common Procedure Coding/Current Procedural Terminology (HCPC/CPT) code ranges.   Within each code range are procedural, condition, or description subheadings.  Each data set displays, for a carrier, the allowed services, allowed charges, and payment amounts by HCPCS/CPT codes and prominent modifiers.   The data set name contains the year followed by a carrier number.  For ease of reference, included is a listing of the Medicare carriers arrayed by State.      In addition, there is a readme file that provides additional information about the datasets.
</p>",http://www.cms.gov/NonIdentifiableDataFiles/04_5_PartBCarrierSummaryDataFile.asp#TopOfPage,http://hub.healthdata.gov/dataset/part-carrier-summary-data-file-cy2005,"The Medicare Part B carrier data sets are summarized at the carrier level by meaningful Healthcare Common Procedure Coding/Current Procedural Terminology (HCPC/CPT) code ranges.   Within each code range are procedural, condition, or description subheadings.  Each data set displays, for a carrier, the allowed services, allowed charges, and payment amounts by HCPCS/CPT codes and prominent modifiers.   The data set name contains the year followed by a carrier number.  For ease of reference, included is a listing of the Medicare carriers arrayed by State.      In addition, there is a readme file that provides additional information about the datasets.",,,"",Medicare Part B Claim,553,Department of Health & Human Services,"","","",http://www.cms.gov/NonIdentifiableDataFiles/Downloads/BESSCarrierReadme2005.pdf,http://www.cms.hhs.gov/NonIdentifiableDataFiles/,2009-12-17,http://healthdata.gov/id/agency/cms,Medicare,0,Part B Carrier Summary Data File - CY2005,6c184611-de9f-4e9b-ae79-01d43010a217,http://www.cms.gov/apps/ama/license.asp?file=/NonIdentifiableDatafiles/Downloads/2005AllCarriers.zip,CSV,"","","","",2005-01-01,2005-12-31,"{""datadotgovid1"": ""2464"", ""Coverage Period Start"": ""2005"", ""datadotgovid2"": ""mvs3-6kni"", ""Coverage Period End"": ""2005"", ""Granularity"": ""geographic region serviced by a medicare part b carrier""}","",Annually,2010-06-17,"","","",Part B Carrier Summary Data File,"",""
License Not Specified,,false,,b615a90b-44c1-49f1-b40e-636c78483c08,2012-05-30T22:12:10.268007,"",License Not Specified,2012-05-30T22:12:10.268007,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"basis of eligibility, community health, gender, medicaid age groups, medicaid beneficiaries, medicaid claims, medicaid eligibles, medicaid entitlement, medicaid maintenance assistance status, medicaid payments, medicaid plan types, medicaid service categories, medicaid service types, medicaid utilization, msis, race ethnicity",0,0,"",,medicaid-statistical-information-system,false,"<p>The MSIS  State Summary Datamart is an efficient user-friendly tool to obtain high level statistics for commonly requested data such as eligibility, claim and demographic information for all individuals on Medicaid, their utilization and payments.
</p>",http://msis.cms.hhs.gov/,http://hub.healthdata.gov/dataset/medicaid-statistical-information-system,"The MSIS  State Summary Datamart is an efficient user-friendly tool to obtain high level statistics for commonly requested data such as eligibility, claim and demographic information for all individuals on Medicaid, their utilization and payments.",,,"",Medicaid Statistical Data,457,Department of Health & Human Services,"",State,"",http://www.cms.hhs.gov/MSIS/,http://www.cms.hhs.gov/MedicaidDataSourcesGenInfo/,2004-03-01,http://healthdata.gov/id/agency/cms,Medicaid,0,Medicaid Statistical Information System (MSIS) State Summary Datamart,6afee918-fe62-47be-a69b-c683f64cdadd,http://msis.cms.hhs.gov/,Query Tool,"","","","",1999-01-01,"","{""datadotgovid1"": ""2003"", ""Coverage Period Start"": ""1999"", ""datadotgovid2"": ""m9ib-4etz"", ""Coverage Period End"": ""present""}","",Quarterly,2009-11-23,"","","","","",""
License Not Specified,,false,,b6714e6f-f2ab-49c0-bb48-1232f1679966,2012-05-30T22:14:10.680143,"",License Not Specified,2012-05-30T22:14:10.680143,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"cpt, hcpc, hcpcs, part b data, part b national summary data file, part b summary data",0,0,"",,part-national-summary-data-file-cy2010,false,"<p>The Medicare Part B national datasets are summarized by meaningful Healthcare Common Procedure Coding/Current Procedural Terminology (HCPC/CPT) code ranges.   Each data set displays the allowed services, allowed charges, and payment amounts by HCPCS/CPT codes and prominent modifiers.   In addition, there is a readme file that provides additional information about the datasets.
</p>",http://www.cms.gov/apps/ama/license.asp?file=/NonIdentifiableDatafiles/Downloads/PartBNational2010.zip,http://hub.healthdata.gov/dataset/part-national-summary-data-file-cy2010,"The Medicare Part B national datasets are summarized by meaningful Healthcare Common Procedure Coding/Current Procedural Terminology (HCPC/CPT) code ranges.   Each data set displays the allowed services, allowed charges, and payment amounts by HCPCS/CPT codes and prominent modifiers.   In addition, there is a readme file that provides additional information about the datasets.",,,"",Medicare Part B Claims,593,Department of Health & Human Services,"",Country,"",http://www.cms.gov/NonIdentifiableDataFiles/03_PartBNationalSummaryDataFile.asp#TopOfPage,http://www.cms.gov/apps/ama/license.asp?file=/NonIdentifiableDatafiles/Downloads/PartBNational2010.zip,2000-10-01,http://healthdata.gov/id/agency/cms,Medicare,0,Part B National Summary Data File - CY2010,ab447ec2-0bb2-4335-aabb-2af5be3c4d40,http://www.cms.gov/apps/ama/license.asp?file=/NonIdentifiableDatafiles/Downloads/PartBNational2010.zip,XLS,"","","","",2010-01-01,2010-12-31,"{""Coverage Period Start"": ""2010"", ""Data Dictionary"": ""Data element definitions are maintained in a readme file within each zip file.  The readme file provides an explanation of each HCPCS/CPT code range, as well as modifier code descriptions.   The file also defines the data statistics (allowed charges, allowed services, and payment amount) for each dataset."", ""Coverage Period End"": ""2010"", ""datadotgovid1"": ""5437"", ""datadotgovid2"": ""5vgw-8z3q"", ""Date Updated"": ""10/2011"", ""Date Released"": ""10/2000""}","",Annually,2011-10-01,"","","",Part B National Summary Data File,"",http://www.cms.hhs.gov/NonIdentifiableDataFiles/03_PartBNationalSummaryDataFile.asp
License Not Specified,,false,,b6eb8c04-1d6d-407e-8011-a483c68a57db,2012-08-03T04:26:33.188981,"",License Not Specified,2012-08-03T04:26:33.188981,Centers for Disease Control and Prevention,,active,,notspecified,dataset,Air Temperature Air Quality Air Pollution Fine Particulate Matter Climate State County Day Month Yea,0,0,"",,wonder-daily-fine-particulate-matter,false,"<p>The Daily Fine Particulate Matter data available on CDC WONDER are geographically aggregated daily measures of fine particulate matter in the outdoor air, spanning the years 2003-2008. PM2.5 particles are air pollutants with an aerodynamic diameter less than 2.5 micrometers. Reported measures are the daily measure of fine particulate matter in micrograms per cubic meter (PM2.5) (''Âµg/m''Â³), the number of observations, minimum and maximum range value, and standard deviation. Data are available by place (combined 48 contiguous states plus the District of Columbia, region, division, state, county), time (year, month, day) and specified fine particulate matter (''Âµg/m''Â³)value. County-level and higher data are aggregated from 10 kilometer square spatial resolution grids. In a study funded by the NASA Applied Sciences Program / Public Health Program, scientists at NASA Marshall Space Flight Center / Universities Space Research Association modified the regional surfacing algorithm of Al-Hamdan et al. (2009) and used it to generate continuous spatial surfaces (grids) of daily PM2.5 for the whole conterminous U.S. for 2003-2008. Two sources of environmental data were used as input to the surfacing algorithm, US Environmental Protection Agency (EPA) Air Quality System (AQS) PM2.5 in-situ data and National Aeronautics and Space Administration (NASA) Moderate Resolution Imaging Spectroradiometer (MODIS) aerosol optical depth remotely sensed data. They also identified in a Geographic Information System (GIS) the associated geographic locations of the centroids of the gridded PM2.5 dataset in terms of the counties and states they fall into to enable aggregation to different geographic levels in CDC WONDER.
</p>",http://wonder.cdc.gov/nasa-pm.html,http://hub.healthdata.gov/dataset/wonder-daily-fine-particulate-matter,"The Daily Fine Particulate Matter data available on CDC WONDER are geographically aggregated daily measures of fine particulate matter in the outdoor air, spanning the years 2003-2008. PM2.5 particles are air pollutants with an aerodynamic diameter less than 2.5 micrometers. Reported measures are the daily measure of fine particulate matter in micrograms per cubic meter (PM2.5) (''Âµg/m''Â³), the number of observations, minimum and maximum range value, and standard deviation. Data are available by place (combined 48 contiguous states plus the District of Columbia, region, division, state, county), time (year, month, day) and specified fine particulate matter (''Âµg/m''Â³)value. County-level and higher data are aggregated from 10 kilometer square spatial resolution grids. In a study funded by the NASA Applied Sciences Program / Public Health Program, scientists at NASA Marshall Space Flight Center / Universities Space Research Association modified the regional surfacing algorithm of Al-Hamdan et al. (2009) and used it to generate continuous spatial surfaces (grids) of daily PM2.5 for the whole conterminous U.S. for 2003-2008. Two sources of environmental data were used as input to the surfacing algorithm, US Environmental Protection Agency (EPA) Air Quality System (AQS) PM2.5 in-situ data and National Aeronautics and Space Administration (NASA) Moderate Resolution Imaging Spectroradiometer (MODIS) aerosol optical depth remotely sensed data. They also identified in a Geographic Information System (GIS) the associated geographic locations of the centroids of the gridded PM2.5 dataset in terms of the counties and states they fall into to enable aggregation to different geographic levels in CDC WONDER.",,,http://wonder.cdc.gov/wonder/help/PM.html,average daily air quality measure of fine particulate matter,21678,Department of Health & Human Services,"",County,"",http://wonder.cdc.gov/wonder/help/WONDER-API.html,http://wonder.cdc.gov/,2012-04-09 00:00:00,http://healthdata.gov/id/agency/cdc,Other,0,CDC WONDER: Daily Fine Particulate Matter,4bd975e2-6373-4cd4-a28c-d0b650fc44ef,http://wonder.cdc.gov/nasa-pm.html,Text,"","","","",2003-01-01 00:00:00,2008-12-31 00:00:00,"",United States ,Annually,2012-04-09 00:00:00,"",0,"",CDC WONDER ,"",http://wonder.cdc.gov/wonder/help/PM.html
License Not Specified,,false,,b7a6a041-3e65-4041-bc0a-5fa60daddec8,2012-05-30T22:09:06.537635,"",License Not Specified,2012-05-30T22:09:06.537635,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,community health,0,0,"",,contact-list-2009,false,"<p>CMS approved contact list of Part D Sponsors in Medication Therapy Management Program (MTMP) which is in their plans' benefit structure.
</p>",http://www.cms.hhs.gov/PrescriptionDrugCovContra/082_MTM.asp#TopOfPage,http://hub.healthdata.gov/dataset/contact-list-2009,CMS approved contact list of Part D Sponsors in Medication Therapy Management Program (MTMP) which is in their plans' benefit structure.,,,"",PBP and county,263,Department of Health & Human Services,"","","",http://www.cms.hhs.gov/PrescriptionDrugCovContra/082_MTM.asp#TopOfPage,http://www.cms.hhs.gov/PrescriptionDrugCovContra/082_MTM.asp#TopOfPage,2009-08-11,http://healthdata.gov/id/agency/cms,Medicare,0,MTM Contact List CY 2009,8505b961-05ea-4fe0-9aee-b6d2e983b4bf,http://www.cms.hhs.gov/PrescriptionDrugCovContra/082_MTM.asp#TopOfPage,XLS,http://www.data.gov/semantic/data/alpha/1450/dataset-1450.rdf.gz,RDF,"","",2010-01-01,2010-12-31,"{""datadotgovid1"": ""1450"", ""Coverage Period Start"": ""2010"", ""datadotgovid2"": ""qxwu-whmg"", ""Coverage Period End"": ""2010""}","",Quarterly,2009-08-11,"","","",MTM Contact List,"",""
License Not Specified,,false,,b8bcf5b7-27f7-4a8a-a6a4-ba2a44a0dc7b,2012-05-30T22:09:47.370886,"",License Not Specified,2012-05-30T22:09:47.370886,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"access, community health, data, database, db, download, helpful contacts, home health compare, hospital compare, mdb, medicare, medicare compare, medicare options compare, medigap, medigap compare, plans quality data, supplemental",0,0,"",,medicare-tools-downloadable,false,"<p>This functionality is primarily used by health policy researchers and the media. The data provided in the tables come from the data that is displayed in the Tool and includes additional information about the ownership that is not displayed on the website.The date ""Modified"" in the zipped file indicates the date of the last refresh of the data. For information about Facilities/Vendors in a particular geographical area, you should use the Compare tool instead of downloading the data. The followings tools are represented: Dialysis Compare Tool, Helpful Contacts, Home Health Compare, Hospital Compare, Medicare Options Compare, Nursing Home Compare, Plans Quality Data, and Supplier Directory.
</p>",http://www.medicare.gov/Download/DownloadDB.asp,http://hub.healthdata.gov/dataset/medicare-tools-downloadable,"This functionality is primarily used by health policy researchers and the media. The data provided in the tables come from the data that is displayed in the Tool and includes additional information about the ownership that is not displayed on the website.The date ""Modified"" in the zipped file indicates the date of the last refresh of the data. For information about Facilities/Vendors in a particular geographical area, you should use the Compare tool instead of downloading the data. The followings tools are represented: Dialysis Compare Tool, Helpful Contacts, Home Health Compare, Hospital Compare, Medicare Options Compare, Nursing Home Compare, Plans Quality Data, and Supplier Directory.",,,"",Establishment,311,Department of Health & Human Services,"",Country,"","",http://www.medicare.gov/Download/DownloadDB.asp,2009-05-21,http://healthdata.gov/id/agency/cms,Medicare,0,Medicare Tools Downloadable Databases,c3b2b60c-1f52-4f9c-98f7-3995d833a94a,http://www.medicare.gov/Download/DownloadDB.asp,Query Tool,"","","","",2008-01-01,2009-12-31,"{""datadotgovid1"": ""459"", ""Coverage Period Start"": ""2008"", ""datadotgovid2"": ""vwxh-5b6i"", ""Coverage Period End"": ""2009""}","",Monthly,2003-05-21,"","","","","",""
License Not Specified,,false,,b9b2dfdf-d696-46c5-927c-44d9f28e4328,2013-01-18T15:39:13.081123,"",License Not Specified,2013-01-18T15:39:13.081123,Administration for Children and Families,,active,,notspecified,dataset,"child welfare, outcomes",0,0,1b06ea46-d1da-429d-b130-84bc91698d23,,child-welfare-outcomes-reports,false,"<p>These annual reports to Congress are available on line at the Children's Bureau's website.  They contain data from the Adoption and Foster Care Analysis and Reporting System, the National Child Abuse and Neglect Data Sytstem and Caseworker Visits.  These are State level data, not child level.
</p>",http://www.acf.hhs.gov/programs/cb/research-data-technology/statistics-research/cwo,http://hub.healthdata.gov/dataset/child-welfare-outcomes-reports,"These annual reports to Congress are available on line at the Children's Bureau's website.  They contain data from the Adoption and Foster Care Analysis and Reporting System, the National Child Abuse and Neglect Data Sytstem and Caseworker Visits.  These are State level data, not child level.",,,"",State,23795,Department of Health & Human Services,"","","","",http://www.acf.hhs.gov/programs/cb,1998-10-01 00:00:00,http://healthdata.gov/id/agency/acf,Children's Health,0,Child Welfare Outcomes Reports,59c8ec7c-1dd5-4eae-8a81-b7b74f0103a8,"","","","","","","","","",National,Annually,2012-09-11 00:00:00,"","",Population Statistics,"",Safety,""
License Not Specified,,false,,ba89985e-43d8-4db2-827e-58ad8565ee0e,2012-05-30T22:12:08.754303,"",License Not Specified,2012-05-30T22:12:08.754303,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,community health,0,0,"",,medicare-advantage-cost-demonstration,false,"<p>An overview of all the Medicare Advantage (MA or MA-PD) Plan choices in the community based on cost, coverage and convenience.  This includes all contracts/plans regardless of 2010 approval status.  PACE, Special Needs Plans, Part B Only Plans, and Employer sponsored plans (800 series) are excluded.
</p>",http://www.cms.hhs.gov/PrescriptionDrugCovGenIn/,http://hub.healthdata.gov/dataset/medicare-advantage-cost-demonstration,"An overview of all the Medicare Advantage (MA or MA-PD) Plan choices in the community based on cost, coverage and convenience.  This includes all contracts/plans regardless of 2010 approval status.  PACE, Special Needs Plans, Part B Only Plans, and Employer sponsored plans (800 series) are excluded.",,,"",PBP and county,455,Department of Health & Human Services,"",County,"","",http://www.cms.hhs.gov/PrescriptionDrugCovGenIn/,2009-09-17,http://healthdata.gov/id/agency/cms,Medicare,0,"Medicare Advantage, Cost, and Demonstration Plans Landscape Source Files CY 2010",c2cafc12-d538-4784-a0fb-8dc31fe784af,http://www.cms.hhs.gov/PrescriptionDrugCovGenIn/,Query Tool,"","","","",2010-01-01,2010-12-31,"{""datadotgovid1"": ""1487"", ""Coverage Period Start"": ""2010"", ""datadotgovid2"": ""6zws-e5xt"", ""Date Updated"": ""11/  /2010"", ""Coverage Period End"": ""2010""}","",Annually,"","","","","Medicare Advantage, Cost, and Demonstration Plans Landscape Source Files","",""
License Not Specified,,false,,bb19056a-a85c-4fcf-801f-bd347e8512c7,2012-07-31T20:58:20.353647,"",License Not Specified,2012-07-31T20:58:20.353647,Centers for Disease Control and Prevention,,active,,notspecified,dataset,"age, county, ethnicity, population, race, sex, state, year",0,0,"",,wonder-population-bridged-race-july,false,"<p>The Population - Bridged-Race July 1st Estimates online databases report bridged-race population estimates of the July 1st resident population of the United States, based on Census 2000 counts, for use in calculating vital rates. These estimates result from ""bridging"" the 31 race categories used in Census 2000, as specified in the 1997 Office of Management and Budget (OMB) standards for the collection of data on race and ethnicity, to the four race categories specified under the 1977 standards (Asian or Pacific Islander, Black or African American, American Indian or Alaska Native, White). Many data systems, such as vital statistics, are continuing to use the 1977 OMB standards during the transition to full implementation of the 1997 OMB standards. Postcensal estimates are available for year 2000 - 2009; intercensal estimates are available for the years 1990-1999. Obtain population counts by Year, State, County, Race (4-categories), Ethnicity, Sex and Age (1-year or 5-year groups). The data are released by the National Center for Health Statistics.
</p>",http://wonder.cdc.gov/bridged-race-population.html,http://hub.healthdata.gov/dataset/wonder-population-bridged-race-july,"The Population - Bridged-Race July 1st Estimates online databases report bridged-race population estimates of the July 1st resident population of the United States, based on Census 2000 counts, for use in calculating vital rates. These estimates result from ""bridging"" the 31 race categories used in Census 2000, as specified in the 1997 Office of Management and Budget (OMB) standards for the collection of data on race and ethnicity, to the four race categories specified under the 1977 standards (Asian or Pacific Islander, Black or African American, American Indian or Alaska Native, White). Many data systems, such as vital statistics, are continuing to use the 1977 OMB standards during the transition to full implementation of the 1997 OMB standards. Postcensal estimates are available for year 2000 - 2009; intercensal estimates are available for the years 1990-1999. Obtain population counts by Year, State, County, Race (4-categories), Ethnicity, Sex and Age (1-year or 5-year groups). The data are released by the National Center for Health Statistics.",,,http://wonder.cdc.gov/wonder/help/bridged-race.html,person/year,21242,Department of Health & Human Services,"",County,"",http://wonder.cdc.gov/wonder/help/WONDER-API.html,http://wonder.cdc.gov/,2004-07-12 00:00:00,http://healthdata.gov/id/agency/cdc,Population Statistics,0,CDC WONDER: Population - Bridged-Race July 1st Estimates,2e537f55-676c-4431-9fb2-cc9389ef6e08,http://wonder.cdc.gov/bridged-race-population.html,Text,"","","","",1990-01-01 00:00:00,2009-12-31 00:00:00,"",United States,Annually,2010-09-03 00:00:00,"",0,"",CDC WONDER ,"",http://wonder.cdc.gov/wonder/help/bridged-race.html
